,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.21212121212121213,0.04040404040404041,0.04040404040404041,0.0,0.0,0.0,0.0,0.04040404040404041,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.04040404040404041,0.04040404040404041,0.04040404040404041,0.0,0.04040404040404041,0.04040404040404041,0.0,0.04040404040404041,0.0,0.0,0.0,0.04040404040404041,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040404040404041,0.04040404040404041,0.04040404040404041,0.0,0.04040404040404041,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040404040404041,0.0,0.04040404040404041,0.04040404040404041,0.0
F3,0.0044943820224719105,0.09943820224719101,0.042134831460674156,0.0,0.0,0.0,0.0,0.037640449438202245,0.0,0.0,0.024157303370786518,0.0,0.0,0.0,0.0,0.07696629213483146,0.039887640449438204,0.038202247191011236,0.0,0.014606741573033709,0.042134831460674156,0.0,0.04044943820224719,0.0,0.0,0.0,0.07921348314606741,0.07752808988764046,0.0,0.0,0.0,0.014606741573033709,0.0,0.0,0.0,0.07359550561797752,0.034269662921348316,0.05561797752808989,0.0,0.034269662921348316,0.06404494382022471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042134831460674156,0.0,0.024157303370786518,0.04044943820224719,0.0
F7,0.00597460791635549,0.05601194921583271,0.05526512322628827,0.0,0.0,0.0,0.0,0.05003734129947722,0.0,0.0,0.028379387602688575,0.0,0.0,0.0,0.0,0.05601194921583271,0.05302464525765497,0.05078416728902166,0.0,0.019417475728155338,0.0537714712471994,0.0,0.05227781926811053,0.0,0.0,0.0,0.05601194921583271,0.05601194921583271,0.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.05601194921583271,0.04256908140403286,0.05302464525765497,0.0,0.04555638536221061,0.05227781926811053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05526512322628827,0.0,0.03211351755041075,0.05078416728902166,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.13201581027667983,0.0,0.108300395256917,0.0,0.006324110671936759,0.0,0.0,0.015019762845849802,0.016600790513833993,0.0466403162055336,0.0,0.0,0.0,0.0,0.03320158102766799,0.0,0.0,0.05691699604743083,0.0,0.0,0.0047430830039525695,0.008695652173913044,0.0,0.0,0.06007905138339921,0.0,0.08300395256916997,0.0,0.04980237154150197,0.0,0.007905138339920948,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.011857707509881422,0.04743083003952569,0.0,0.08774703557312254,0.0,0.0,0.06086956521739131,0.0,0.11620553359683794,0.0,0.0007905138339920949,0.0,0.0,0.009486166007905139
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.11416666666666667,0.0,0.006666666666666667,0.0,0.0,0.014166666666666666,0.0175,0.049166666666666664,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.06,0.0,0.0,0.005,0.009166666666666667,0.0,0.0,0.06333333333333334,0.0,0.0825,0.0,0.0525,0.0,0.008333333333333333,0.0,0.0,0.0,0.03833333333333333,0.0,0.0,0.0,0.011666666666666667,0.04833333333333333,0.0,0.07833333333333334,0.0,0.0,0.0625,0.0,0.11583333333333333,0.0,0.0008333333333333334,0.0,0.0,0.01
T7,0.00644122383252818,0.05394524959742351,0.05394524959742351,0.0,0.0,0.0,0.0,0.05314009661835749,0.0,0.0,0.026570048309178744,0.0,0.0,0.0,0.0,0.05394524959742351,0.05314009661835749,0.05394524959742351,0.0,0.020933977455716585,0.05394524959742351,0.0,0.05233494363929147,0.0,0.0,0.0,0.05394524959742351,0.05394524959742351,0.0,0.0,0.0,0.01932367149758454,0.0,0.0,0.0,0.05394524959742351,0.043478260869565216,0.05314009661835749,0.0,0.04669887278582931,0.05394524959742351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05394524959742351,0.0,0.03462157809983897,0.050724637681159424,0.0
TP9,0.0,0.0,0.0,0.0,0.05844155844155844,0.0,0.05844155844155844,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,0.05844155844155844,0.0,0.0,0.0,0.0,0.05844155844155844,0.0,0.0,0.05844155844155844,0.0,0.0,0.03896103896103896,0.05844155844155844,0.0,0.0,0.05844155844155844,0.0,0.05844155844155844,0.0,0.025974025974025976,0.0,0.05844155844155844,0.0,0.0,0.0,0.05844155844155844,0.0,0.0,0.0,0.05844155844155844,0.006493506493506494,0.0,0.05844155844155844,0.0,0.0,0.05194805194805195,0.0,0.05844155844155844,0.0,0.006493506493506494,0.0,0.0,0.05844155844155844
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
