,P3,Oz,O2,P1,P5,PO3,PO4,PO8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.35185185185185186,0.3333333333333333,0.3148148148148148,0.0,0.0
P5,0.0,0.0,0.0,0.34615384615384615,0.3269230769230769,0.3269230769230769,0.0,0.0
PO3,0.0,0.0,0.0,0.3469387755102041,0.32653061224489793,0.32653061224489793,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
