,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2692307692307692,0.16346153846153846,0.14423076923076922,0.22115384615384615,0.0,0.028846153846153848,0.028846153846153848,0.14423076923076922
inferiorparietal-rh,0.21794871794871795,0.28205128205128205,0.05128205128205128,0.15384615384615385,0.0,0.038461538461538464,0.0,0.2564102564102564
rostralmiddlefrontal-lh,0.07514450867052024,0.017341040462427744,0.36416184971098264,0.15606936416184972,0.09826589595375723,0.11560693641618497,0.09826589595375723,0.07514450867052024
rostralmiddlefrontal-rh,0.18487394957983194,0.10084033613445378,0.226890756302521,0.33613445378151263,0.0,0.025210084033613446,0.04201680672268908,0.08403361344537816
superiorparietal-lh,0.0,0.0,0.15306122448979592,0.0,0.2755102040816326,0.25510204081632654,0.1836734693877551,0.1326530612244898
superiorparietal-rh,0.03508771929824561,0.02631578947368421,0.16666666666666666,0.03508771929824561,0.21929824561403508,0.2719298245614035,0.13157894736842105,0.11403508771929824
superiortemporal-rh,0.019417475728155338,0.0,0.1650485436893204,0.05825242718446602,0.1553398058252427,0.1262135922330097,0.33980582524271846,0.13592233009708737
supramarginal-rh,0.1111111111111111,0.14074074074074075,0.0962962962962963,0.07407407407407407,0.1037037037037037,0.0962962962962963,0.11851851851851852,0.25925925925925924
