,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.24731182795698925,0.13440860215053763,0.10752688172043011,0.13978494623655913,0.0967741935483871,0.04838709677419355,0.08602150537634409,0.13978494623655913
postcentral-rh,0.1488095238095238,0.1488095238095238,0.125,0.15476190476190477,0.10714285714285714,0.05357142857142857,0.10119047619047619,0.16071428571428573
rostralmiddlefrontal-rh,0.1065989847715736,0.1065989847715736,0.2893401015228426,0.1065989847715736,0.09137055837563451,0.04568527918781726,0.13705583756345177,0.116751269035533
superiorfrontal-rh,0.13089005235602094,0.13089005235602094,0.10471204188481675,0.2094240837696335,0.09424083769633508,0.04712041884816754,0.13089005235602094,0.1518324607329843
superiorparietal-lh,0.1144578313253012,0.1144578313253012,0.1144578313253012,0.1144578313253012,0.1927710843373494,0.13855421686746988,0.0963855421686747,0.1144578313253012
superiorparietal-rh,0.09345794392523364,0.09345794392523364,0.09345794392523364,0.09345794392523364,0.22429906542056074,0.21495327102803738,0.09345794392523364,0.09345794392523364
superiortemporal-rh,0.09289617486338798,0.09289617486338798,0.16393442622950818,0.14754098360655737,0.09289617486338798,0.04918032786885246,0.2568306010928962,0.10382513661202186
supramarginal-rh,0.14124293785310735,0.14124293785310735,0.12994350282485875,0.15819209039548024,0.1016949152542373,0.05084745762711865,0.096045197740113,0.1807909604519774
