,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.15046296296296297,0.12037037037037036,0.12037037037037036,0.11574074074074074,0.12037037037037036,0.1111111111111111,0.1412037037037037,0.12037037037037036
inferiorparietal-rh,0.13033175355450238,0.13744075829383887,0.13033175355450238,0.10900473933649289,0.12559241706161137,0.12322274881516587,0.12559241706161137,0.11848341232227488
postcentral-rh,0.13095238095238096,0.1357142857142857,0.13095238095238096,0.11190476190476191,0.1261904761904762,0.12142857142857143,0.1261904761904762,0.11666666666666667
superiorfrontal-lh,0.12755102040816327,0.11734693877551021,0.11989795918367346,0.14285714285714285,0.13520408163265307,0.11989795918367346,0.12755102040816327,0.1096938775510204
superiorparietal-lh,0.12652068126520682,0.12408759124087591,0.12408759124087591,0.12895377128953772,0.1411192214111922,0.12652068126520682,0.1192214111922141,0.10948905109489052
superiorparietal-rh,0.125,0.1275,0.1275,0.1175,0.135,0.135,0.12,0.1125
supramarginal-lh,0.136986301369863,0.1232876712328767,0.12100456621004566,0.1095890410958904,0.11643835616438356,0.1141552511415525,0.15296803652968036,0.12557077625570776
supramarginal-rh,0.13466334164588528,0.12468827930174564,0.11970074812967581,0.10473815461346633,0.11221945137157108,0.1172069825436409,0.14214463840399003,0.14463840399002495
