,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.1386861313868613,0.12408759124087591,0.12408759124087591,0.145985401459854,0.145985401459854,0.13138686131386862,0.11678832116788321,0.072992700729927
inferiorparietal-rh,0.13636363636363635,0.12878787878787878,0.12878787878787878,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.12121212121212122,0.07575757575757576
postcentral-rh,0.13636363636363635,0.12878787878787878,0.12878787878787878,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.12121212121212122,0.07575757575757576
superiorfrontal-lh,0.1310344827586207,0.11724137931034483,0.11724137931034483,0.1724137931034483,0.15862068965517243,0.12413793103448276,0.1103448275862069,0.06896551724137931
superiorparietal-lh,0.13194444444444445,0.11805555555555555,0.11805555555555555,0.16666666666666666,0.1597222222222222,0.125,0.1111111111111111,0.06944444444444445
superiorparietal-rh,0.14074074074074075,0.1259259259259259,0.1259259259259259,0.14074074074074075,0.14074074074074075,0.13333333333333333,0.11851851851851852,0.07407407407407407
supramarginal-lh,0.1328125,0.1328125,0.1328125,0.1328125,0.1328125,0.1328125,0.125,0.078125
supramarginal-rh,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.11494252873563218
