,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.2152777777777778,0.052083333333333336,0.125,0.13541666666666666,0.09722222222222222,0.09722222222222222,0.16666666666666666,0.1111111111111111
parsopercularis-lh,0.14423076923076922,0.25,0.028846153846153848,0.04807692307692308,0.19230769230769232,0.14423076923076922,0.1346153846153846,0.057692307692307696
postcentral-rh,0.1152542372881356,0.013559322033898305,0.2135593220338983,0.19322033898305085,0.0711864406779661,0.09491525423728814,0.13220338983050847,0.16610169491525423
superiorparietal-rh,0.1182108626198083,0.012779552715654952,0.18210862619808307,0.21405750798722045,0.08306709265175719,0.09584664536741214,0.134185303514377,0.1597444089456869
superiortemporal-lh,0.12,0.08888888888888889,0.08888888888888889,0.11555555555555555,0.2,0.13777777777777778,0.14666666666666667,0.10222222222222223
superiortemporal-rh,0.10820895522388059,0.055970149253731345,0.11194029850746269,0.12313432835820895,0.12313432835820895,0.208955223880597,0.1455223880597015,0.12313432835820895
supramarginal-lh,0.15527950310559005,0.043478260869565216,0.12732919254658384,0.13664596273291926,0.10248447204968944,0.11801242236024845,0.18012422360248448,0.13664596273291926
supramarginal-rh,0.11627906976744186,0.023255813953488372,0.1760797342192691,0.1760797342192691,0.08305647840531562,0.10631229235880399,0.14285714285714285,0.1760797342192691
