,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2261904761904762,0.1446886446886447,0.0,0.0,0.14652014652014653,0.17032967032967034,0.14926739926739926,0.163003663003663
frontalpole-rh,0.16972477064220184,0.26605504587155965,0.0,0.0,0.09288990825688073,0.1341743119266055,0.14678899082568808,0.19036697247706422
inferiorparietal-rh,0.0,0.0,0.5806451612903226,0.41935483870967744,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.40181268882175225,0.5981873111782477,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.18876404494382024,0.1,0.0,0.0,0.23146067415730337,0.1842696629213483,0.13820224719101123,0.15730337078651685
medialorbitofrontal-rh,0.1785375118708452,0.1225071225071225,0.0,0.0,0.1557454890788224,0.2336182336182336,0.14150047483380818,0.16809116809116809
rostralanteriorcingulate-lh,0.1764069264069264,0.1471861471861472,0.0,0.0,0.12878787878787878,0.1525974025974026,0.20238095238095238,0.19264069264069264
rostralanteriorcingulate-rh,0.1676190476190476,0.1657142857142857,0.0,0.0,0.12571428571428572,0.15904761904761905,0.1676190476190476,0.21428571428571427
