,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.7269914926527455,0.0,0.0,0.1136890951276102,0.08275328692962104,0.04331013147718484,0.033255993812838364,0.0
frontalpole-lh,0.0,0.656060606060606,0.11515151515151516,0.10909090909090909,0.11969696969696969,0.0,0.0,0.0
frontalpole-rh,0.0,0.1484375,0.8515625,0.0,0.0,0.0,0.0,0.0
insula-lh,0.07667560321715818,0.03753351206434316,0.0,0.4364611260053619,0.2927613941018767,0.15656836461126006,0.0,0.0
parahippocampal-lh,0.05628415300546448,0.04207650273224044,0.0,0.2994535519125683,0.4743169398907104,0.12786885245901639,0.0,0.0
parahippocampal-rh,0.036072144288577156,0.0,0.0,0.19238476953907815,0.15364061456245826,0.6179024716098864,0.0,0.0
rostralanteriorcingulate-lh,0.08952380952380952,0.0,0.0,0.0,0.0,0.0,0.9104761904761904,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
