,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.32668024439918536,0.08024439918533605,0.16822810590631365,0.18289205702647657,0.06109979633401222,0.11934826883910386,0.05539714867617108,0.006109979633401222
frontalpole-rh,0.08201498751040799,0.3147377185678601,0.16736053288925895,0.06910907577019151,0.07785179017485429,0.093255620316403,0.12114904246461282,0.07452123230641132
fusiform-lh,0.12264705882352941,0.11941176470588236,0.3135294117647059,0.18,0.12029411764705883,0.10852941176470589,0.03558823529411765,0.0
insula-lh,0.13513513513513514,0.04980261160036441,0.18524142119647738,0.3947767992711813,0.09383540844215002,0.10446401457637412,0.036744609778317644,0.0
isthmuscingulate-rh,0.07354345749761222,0.08930276981852914,0.19436485195797518,0.14756446991404013,0.3997134670487106,0.06351480420248329,0.019102196752626553,0.012893982808022923
medialorbitofrontal-rh,0.11467710371819961,0.08610567514677103,0.14207436399217221,0.1354207436399217,0.04970645792563601,0.3960861056751468,0.034833659491193734,0.0410958904109589
rostralanteriorcingulate-lh,0.09728183118741059,0.20529327610872675,0.08655221745350501,0.08655221745350501,0.027181688125894134,0.06509298998569385,0.32546494992846925,0.10658082975679542
rostralanteriorcingulate-rh,0.017605633802816902,0.21009389671361503,0.0,0.0,0.03403755868544601,0.1255868544600939,0.1772300469483568,0.4354460093896714
