,F7,FT9,F8,Fp2,AF7,POz,AF8,AF4
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.40625,0.0,0.0,0.375,0.0,0.0,0.21875
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0
AF7,0.0,0.4,0.0,0.0,0.36666666666666664,0.0,0.0,0.23333333333333334
POz,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
AF8,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.4666666666666667,0.0
AF4,0.0,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.0,0.2727272727272727
