,Fp1,Fp2,AF7,AF3,POz,CPz,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.0,0.0,0.2777777777777778
AF3,0.0,0.0,0.1,0.3,0.25,0.0,0.0,0.35
POz,0.0,0.0,0.1724137931034483,0.2413793103448276,0.27586206896551724,0.0,0.0,0.3103448275862069
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.10526315789473684,0.18421052631578946,0.18421052631578946,0.0,0.0,0.5263157894736842
