,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralmiddlefrontal-lh
frontalpole-lh,0.4482758620689655,0.1724137931034483,0.0,0.0,0.06896551724137931,0.017241379310344827,0.27586206896551724,0.017241379310344827
frontalpole-rh,0.35294117647058826,0.29411764705882354,0.0,0.0,0.0,0.0,0.35294117647058826,0.0
isthmuscingulate-rh,0.0,0.0,0.5833333333333334,0.125,0.0,0.0,0.041666666666666664,0.25
lateralorbitofrontal-lh,0.027777777777777776,0.027777777777777776,0.009259259259259259,0.46296296296296297,0.06481481481481481,0.009259259259259259,0.2962962962962963,0.10185185185185185
medialorbitofrontal-lh,0.0,0.0,0.0,0.16923076923076924,0.47692307692307695,0.0,0.0,0.35384615384615387
parahippocampal-rh,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.6956521739130435,0.17391304347826086,0.0
parsorbitalis-lh,0.17054263565891473,0.09302325581395349,0.0,0.15503875968992248,0.0,0.046511627906976744,0.5348837209302325,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.06593406593406594,0.21978021978021978,0.21978021978021978,0.0,0.02197802197802198,0.4725274725274725
