,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06072477962781587,0.03330068560235064,0.011753183153770812,0.0,0.0,0.0,0.0,0.059745347698334964,0.0,0.039177277179236046,0.0009794319294809011,0.0,0.0,0.0009794319294809011,0.0,0.0019588638589618022,0.012732615083251714,0.0,0.0,0.0009794319294809011,0.01762977473065622,0.0,0.02840352595494613,0.0,0.0,0.058765915768854066,0.0,0.0,0.0,0.0,0.0009794319294809011,0.03330068560235064,0.0,0.0,0.029382957884427033,0.06072477962781587,0.02644466209598433,0.040156709108716944,0.0009794319294809011,0.002938295788442703,0.05582761998041136,0.0,0.02742409402546523,0.05680705190989226,0.02644466209598433,0.005876591576885406,0.0,0.0,0.04113614103819784,0.02742409402546523,0.03525954946131244,0.040156709108716944,0.014691478942213516,0.002938295788442703,0.0068560235063663075,0.0,0.030362389813907934,0.024485798237022526,0.02056807051909892,0.039177277179236046,0.022526934378060724
Fz,0.0362400906002265,0.044167610419026046,0.013590033975084938,0.007927519818799546,0.007927519818799546,0.0,0.0,0.035107587768969425,0.007927519818799546,0.03284258210645526,0.009060022650056626,0.0022650056625141564,0.0,0.0,0.004530011325028313,0.010192525481313703,0.022650056625141562,0.0,0.0,0.009060022650056626,0.01245753114382786,0.007927519818799546,0.04077010192525481,0.006795016987542469,0.0,0.04190260475651189,0.006795016987542469,0.0,0.0,0.0,0.009060022650056626,0.02944507361268403,0.0,0.0011325028312570782,0.04190260475651189,0.039637599093997736,0.01812004530011325,0.044167610419026046,0.009060022650056626,0.0,0.04077010192525481,0.0011325028312570782,0.039637599093997736,0.039637599093997736,0.01812004530011325,0.0,0.007927519818799546,0.0,0.0362400906002265,0.01925254813137033,0.035107587768969425,0.03850509626274066,0.004530011325028313,0.0033975084937712344,0.007927519818799546,0.007927519818799546,0.04303510758776897,0.015855039637599093,0.031710079275198186,0.04303510758776897,0.013590033975084938
F3,0.03333333333333333,0.04,0.03666666666666667,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.03333333333333333,0.0033333333333333335,0.03333333333333333,0.006666666666666667,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.006666666666666667,0.02,0.0033333333333333335,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.006666666666666667,0.03333333333333333,0.0,0.0,0.04,0.04,0.02,0.04,0.006666666666666667,0.0,0.04,0.0,0.04,0.04,0.02,0.0,0.0033333333333333335,0.0,0.03666666666666667,0.02,0.04,0.04,0.0033333333333333335,0.0033333333333333335,0.016666666666666666,0.0033333333333333335,0.04,0.016666666666666666,0.04,0.04,0.016666666666666666
FT9,0.0,0.006075334143377886,0.0,0.041312272174969626,0.0425273390036452,0.03402187120291616,0.031591737545565005,0.0,0.03402187120291616,0.0,0.03766707168894289,0.03766707168894289,0.0,0.030376670716889428,0.040097205346294046,0.02551640340218712,0.00850546780072904,0.0,0.031591737545565005,0.0425273390036452,0.0,0.040097205346294046,0.015795868772782502,0.0425273390036452,0.02551640340218712,0.002430133657351154,0.031591737545565005,0.0,0.02551640340218712,0.030376670716889428,0.038882138517618466,0.0,0.015795868772782502,0.024301336573511544,0.013365735115431349,0.0,0.0,0.004860267314702308,0.041312272174969626,0.018226002430133656,0.001215066828675577,0.03645200486026731,0.007290400972053463,0.0,0.0,0.010935601458080195,0.0425273390036452,0.0,0.0,0.0,0.0,0.0,0.012150668286755772,0.0,0.0,0.0425273390036452,0.012150668286755772,0.0,0.01701093560145808,0.0036452004860267314,0.0
FC5,0.0,0.00432152117545376,0.0,0.029386343993085567,0.056179775280898875,0.043215211754537596,0.024200518582541054,0.0,0.024200518582541054,0.0,0.02679343128781331,0.05012964563526361,0.0,0.043215211754537596,0.05445116681071737,0.018150388936905792,0.006050129645635264,0.0,0.03543647363872083,0.05445116681071737,0.0,0.028522039757994815,0.011235955056179775,0.04148660328435609,0.021607605877268798,0.001728608470181504,0.02247191011235955,0.0,0.021607605877268798,0.04062229904926534,0.027657735522904063,0.0,0.014693171996542784,0.01728608470181504,0.00950734658599827,0.0,0.0,0.003457216940363008,0.03975799481417459,0.016421780466724288,0.000864304235090752,0.05012964563526361,0.005185825410544511,0.0,0.0,0.011235955056179775,0.049265341400172864,0.0,0.0,0.0,0.0,0.0,0.012100259291270527,0.0,0.0,0.05704407951598963,0.00864304235090752,0.0025929127052722557,0.012100259291270527,0.0025929127052722557,0.0
FC1,0.0,0.0,0.0,0.0273972602739726,0.04952581664910432,0.05268703898840885,0.029504741833508957,0.0,0.02107481559536354,0.0,0.02423603793466807,0.05374077976817703,0.0,0.05268703898840885,0.05374077976817703,0.0136986301369863,0.0,0.0,0.045310853530031614,0.04741833508956796,0.0,0.026343519494204427,0.005268703898840885,0.040042149631190724,0.026343519494204427,0.0,0.018967334035827187,0.0,0.0273972602739726,0.05268703898840885,0.02528977871443625,0.0,0.020021074815595362,0.01791359325605901,0.003161222339304531,0.0,0.002107481559536354,0.0,0.03582718651211802,0.023182297154899896,0.0,0.0547945205479452,0.0,0.0,0.002107481559536354,0.01685985247629083,0.044257112750263436,0.0,0.0,0.003161222339304531,0.0,0.0,0.01791359325605901,0.0,0.0,0.0505795574288725,0.002107481559536354,0.006322444678609062,0.006322444678609062,0.0,0.0
C3,0.0,0.0,0.0,0.036923076923076927,0.043076923076923075,0.043076923076923075,0.04153846153846154,0.0,0.027692307692307693,0.0,0.03230769230769231,0.043076923076923075,0.0,0.043076923076923075,0.043076923076923075,0.016923076923076923,0.0,0.0,0.043076923076923075,0.04153846153846154,0.0,0.03538461538461538,0.004615384615384616,0.04,0.036923076923076927,0.0,0.024615384615384615,0.0,0.036923076923076927,0.043076923076923075,0.033846153846153845,0.0,0.024615384615384615,0.023076923076923078,0.0015384615384615385,0.0,0.0,0.0,0.036923076923076927,0.027692307692307693,0.0,0.043076923076923075,0.0,0.0,0.0,0.018461538461538463,0.04153846153846154,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.043076923076923075,0.0,0.003076923076923077,0.006153846153846154,0.0,0.0
T7,0.0624390243902439,0.033170731707317075,0.011707317073170732,0.0,0.0,0.0,0.0,0.0624390243902439,0.0,0.03902439024390244,0.000975609756097561,0.0,0.0,0.001951219512195122,0.0,0.001951219512195122,0.012682926829268294,0.0,0.0,0.000975609756097561,0.0175609756097561,0.0,0.027317073170731707,0.0,0.0,0.0575609756097561,0.0,0.0,0.0,0.0,0.000975609756097561,0.033170731707317075,0.0,0.0,0.02829268292682927,0.05951219512195122,0.027317073170731707,0.03902439024390244,0.000975609756097561,0.003902439024390244,0.054634146341463415,0.0,0.027317073170731707,0.055609756097560976,0.027317073170731707,0.006829268292682927,0.0,0.0,0.04097560975609756,0.02829268292682927,0.0351219512195122,0.04,0.015609756097560976,0.002926829268292683,0.006829268292682927,0.0,0.02926829268292683,0.025365853658536587,0.01951219512195122,0.03804878048780488,0.023414634146341463
TP9,0.0,0.007246376811594203,0.0,0.042028985507246375,0.042028985507246375,0.03188405797101449,0.028985507246376812,0.0,0.04057971014492753,0.0,0.042028985507246375,0.036231884057971016,0.0,0.02753623188405797,0.0391304347826087,0.030434782608695653,0.010144927536231883,0.0,0.028985507246376812,0.042028985507246375,0.0,0.042028985507246375,0.01884057971014493,0.042028985507246375,0.021739130434782608,0.002898550724637681,0.03768115942028986,0.0,0.021739130434782608,0.02753623188405797,0.042028985507246375,0.0,0.010144927536231883,0.028985507246376812,0.015942028985507246,0.0,0.0,0.005797101449275362,0.042028985507246375,0.013043478260869565,0.0014492753623188406,0.034782608695652174,0.008695652173913044,0.0,0.0,0.004347826086956522,0.042028985507246375,0.0,0.0,0.0,0.0,0.0,0.005797101449275362,0.0,0.0,0.042028985507246375,0.014492753623188406,0.0,0.020289855072463767,0.004347826086956522,0.0
CP5,0.04597701149425287,0.0367816091954023,0.013793103448275862,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.04482758620689655,0.0011494252873563218,0.0,0.0,0.0,0.0,0.0022988505747126436,0.014942528735632184,0.0,0.0,0.0011494252873563218,0.020689655172413793,0.0,0.029885057471264367,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.0011494252873563218,0.03908045977011494,0.0,0.0,0.03103448275862069,0.047126436781609195,0.029885057471264367,0.04367816091954023,0.0011494252873563218,0.0022988505747126436,0.04597701149425287,0.0,0.03218390804597701,0.047126436781609195,0.029885057471264367,0.005747126436781609,0.0,0.0,0.047126436781609195,0.03103448275862069,0.041379310344827586,0.04482758620689655,0.016091954022988506,0.0034482758620689655,0.008045977011494253,0.0,0.03218390804597701,0.027586206896551724,0.020689655172413793,0.04252873563218391,0.02528735632183908
CP1,0.0,0.007623888182973317,0.0,0.04193138500635324,0.04193138500635324,0.03176620076238882,0.029224904701397714,0.0,0.036848792884371026,0.0,0.04066073697585769,0.035578144853875476,0.0,0.02795425667090216,0.03811944091486658,0.02795425667090216,0.010165184243964422,0.0,0.029224904701397714,0.04193138500635324,0.0,0.04193138500635324,0.017789072426937738,0.04066073697585769,0.022871664548919948,0.0038119440914866584,0.03303684879288437,0.0,0.022871664548919948,0.02795425667090216,0.04193138500635324,0.0,0.012706480304955527,0.025412960609911054,0.015247776365946633,0.0012706480304955528,0.0,0.0063532401524777635,0.04193138500635324,0.015247776365946633,0.0025412960609911056,0.03430749682337993,0.008894536213468869,0.0012706480304955528,0.0,0.007623888182973317,0.04193138500635324,0.0,0.0,0.0,0.0012706480304955528,0.0012706480304955528,0.008894536213468869,0.0,0.0,0.04193138500635324,0.01397712833545108,0.0,0.01905972045743329,0.005082592121982211,0.0
