,frontalpole-rh,fusiform-lh,insula-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.23959218351741715,0.11469838572642312,0.062022090059473234,0.08071367884451996,0.1070518266779949,0.08071367884451996,0.13254035683942225,0.1826677994902294
fusiform-lh,0.06482364156339371,0.24261201143946615,0.109628217349857,0.1444232602478551,0.2092469018112488,0.07387988560533841,0.03527168732125834,0.12011439466158245
insula-lh,0.054814814814814816,0.1725925925925926,0.18962962962962962,0.18296296296296297,0.19037037037037038,0.13407407407407407,0.0007407407407407407,0.07481481481481482
isthmuscingulate-rh,0.055944055944055944,0.17832167832167833,0.1456876456876457,0.22727272727272727,0.19755244755244755,0.14160839160839161,0.0,0.053613053613053616
parahippocampal-lh,0.061770428015564205,0.21498054474708173,0.1254863813229572,0.16342412451361868,0.22908560311284046,0.0914396887159533,0.02529182879377432,0.08852140077821012
parahippocampal-rh,0.07556270096463022,0.1270096463022508,0.14790996784565916,0.1977491961414791,0.1535369774919614,0.24517684887459806,0.01045016077170418,0.04260450160771704
rostralanteriorcingulate-lh,0.2582781456953642,0.11920529801324503,0.0,0.0,0.08278145695364239,0.024834437086092714,0.25662251655629137,0.2582781456953642
rostralanteriorcingulate-rh,0.14583333333333334,0.16666666666666666,0.06653225806451613,0.06048387096774194,0.1196236559139785,0.035618279569892476,0.10483870967741936,0.3004032258064516
