,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.1423487544483986,0.11387900355871886,0.1494661921708185,0.13523131672597866,0.11387900355871886,0.12099644128113879,0.11743772241992882,0.10676156583629894
parsopercularis-lh,0.125,0.12890625,0.125,0.11328125,0.125,0.125,0.1328125,0.125
postcentral-rh,0.14181818181818182,0.11272727272727273,0.14909090909090908,0.13818181818181818,0.11636363636363636,0.12,0.11636363636363636,0.10545454545454545
rostralmiddlefrontal-lh,0.14391143911439114,0.1070110701107011,0.15129151291512916,0.16236162361623616,0.1070110701107011,0.11808118081180811,0.11070110701107011,0.0996309963099631
rostralmiddlefrontal-rh,0.12184873949579832,0.12184873949579832,0.12605042016806722,0.1092436974789916,0.14285714285714285,0.12605042016806722,0.12605042016806722,0.12605042016806722
superiorfrontal-rh,0.12790697674418605,0.12403100775193798,0.13178294573643412,0.11627906976744186,0.12403100775193798,0.13178294573643412,0.12790697674418605,0.11627906976744186
superiortemporal-lh,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.11494252873563218,0.12643678160919541,0.12643678160919541,0.13026819923371646,0.12260536398467432
superiortemporal-rh,0.12195121951219512,0.13008130081300814,0.12195121951219512,0.10975609756097561,0.12601626016260162,0.12195121951219512,0.13008130081300814,0.13821138211382114
