,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.1566265060240964,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337
inferiorparietal-rh,0.075,0.15,0.14166666666666666,0.10833333333333334,0.11666666666666667,0.14166666666666666,0.13333333333333333,0.13333333333333333
parsopercularis-lh,0.075,0.15,0.14166666666666666,0.10833333333333334,0.11666666666666667,0.14166666666666666,0.13333333333333333,0.13333333333333333
postcentral-rh,0.08490566037735849,0.1320754716981132,0.1320754716981132,0.12264150943396226,0.1320754716981132,0.1320754716981132,0.1320754716981132,0.1320754716981132
precentral-rh,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.11711711711711711,0.12612612612612611,0.13513513513513514,0.13513513513513514,0.13513513513513514
superiortemporal-lh,0.075,0.15,0.14166666666666666,0.10833333333333334,0.11666666666666667,0.14166666666666666,0.13333333333333333,0.13333333333333333
superiortemporal-rh,0.07563025210084033,0.14285714285714285,0.14285714285714285,0.1092436974789916,0.11764705882352941,0.14285714285714285,0.13445378151260504,0.13445378151260504
supramarginal-rh,0.07563025210084033,0.14285714285714285,0.14285714285714285,0.1092436974789916,0.11764705882352941,0.14285714285714285,0.13445378151260504,0.13445378151260504
