,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1759023894255211,0.11387900355871886,0.12455516014234876,0.10879511947127606,0.11743772241992882,0.11489578037620743,0.11743772241992882,0.12709710218607015
frontalpole-lh,0.06362058993637941,0.15644881434355118,0.13851937536148062,0.12348178137651822,0.12984384037015617,0.12984384037015617,0.12724117987275882,0.13100057836899942
frontalpole-rh,0.06029522141606205,0.12159119339504629,0.1618714035526645,0.12659494620965725,0.12109081811358519,0.12259194395796848,0.13860395296472355,0.1473605203902927
fusiform-lh,0.05593308938839519,0.11212754835337167,0.13173026659696813,0.18112911657083117,0.10846837428123367,0.15394668060637742,0.12519602718243597,0.13146889702038683
medialorbitofrontal-rh,0.06729356450191008,0.13399941228327947,0.14046429620922715,0.12224507787246547,0.15163091389950045,0.12312665295327652,0.12870996179841315,0.13253012048192772
parahippocampal-rh,0.05951115834218916,0.11902231668437832,0.12805526036131776,0.15595111583421892,0.11078639744952179,0.18145589798087142,0.12035069075451647,0.12486716259298619
rostralanteriorcingulate-lh,0.0597911227154047,0.11644908616187989,0.14464751958224542,0.12715404699738903,0.11592689295039164,0.12010443864229765,0.1681462140992167,0.14778067885117493
rostralanteriorcingulate-rh,0.06300813008130081,0.11661585365853659,0.15091463414634146,0.12957317073170732,0.11610772357723577,0.12144308943089431,0.1445630081300813,0.15777439024390244
