,TP10,FT10,F8,Fp2,AFz,F1,CPz,FCz
TP10,0.8702702702702703,0.0,0.0,0.0,0.0,0.0,0.12972972972972974,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CPz,0.04198473282442748,0.0,0.0,0.0,0.0,0.0,0.9580152671755725,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
