,Fp1,Oz,TP10,FT10,Fp2,AF7,F1,FCz
Fp1,0.42621825669183255,0.0,0.18531228551818807,0.0,0.0,0.0,0.0,0.38846945778997943
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.22886421861656703,0.0,0.5354397950469684,0.0,0.0,0.009393680614859094,0.0,0.22630230572160548
FT10,0.0,0.0,0.0,0.8059360730593608,0.0,0.19406392694063926,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.013043478260869565,0.12608695652173912,0.0,0.8608695652173913,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.39971850809289233,0.0,0.18789584799437017,0.0,0.0,0.0,0.0,0.4123856439127375
