,TP10,FT10,F8,Fp2,AFz,F1,CPz,FCz
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.705607476635514,0.0,0.0,0.0,0.0,0.29439252336448596
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.55,0.45,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.49389416553595655,0.5061058344640434,0.0
FCz,0.0,0.0,0.2527322404371585,0.0,0.0,0.0,0.0,0.7472677595628415
