,Fp1,Oz,TP10,FT10,Fp2,AF7,F1,FCz
Fp1,0.9329758713136729,0.0,0.0,0.0,0.0,0.0,0.0,0.06702412868632708
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.16083916083916083,0.0,0.0,0.0,0.0,0.0,0.0,0.8391608391608392
