,Fz,TP10,FT10,F8,Fp2,AF7,AFz,F1
Fz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.6506024096385542,0.0,0.3493975903614458,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.27897838899803534,0.0,0.7210216110019646,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
