,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.06525285481239804,0.028548123980424143,0.0,0.02936378466557912,0.0,0.0,0.018760195758564437,0.0,0.052202283849918436,0.0,0.04567699836867863,0.022838499184339316,0.0,0.030179445350734094,0.0,0.06688417618270799,0.048939641109298535,0.03588907014681892,0.0,0.0,0.0,0.0,0.053833605220228384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02773246329526917,0.053833605220228384,0.015497553017944535,0.04730831973898858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06280587275693311,0.02365415986949429,0.0,0.0,0.021207177814029365,0.0,0.0,0.0,0.02773246329526917,0.05464926590538336,0.03262642740619902,0.05546492659053834,0.0,0.03181076672104405,0.04730831973898858
FC5,0.0,0.0,0.04781420765027322,0.04644808743169399,0.0,0.03825136612021858,0.0,0.0,0.020491803278688523,0.0,0.04371584699453552,0.0,0.04781420765027322,0.0273224043715847,0.0,0.03961748633879782,0.0,0.04781420765027322,0.04644808743169399,0.04371584699453552,0.0,0.0,0.0,0.0,0.04371584699453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03961748633879782,0.04371584699453552,0.017759562841530054,0.04234972677595628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045081967213114756,0.03415300546448088,0.0,0.0,0.028688524590163935,0.0,0.0,0.0,0.03551912568306011,0.04371584699453552,0.04644808743169399,0.04371584699453552,0.0,0.04234972677595628,0.04371584699453552
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.04404761904761905,0.03571428571428571,0.0,0.04285714285714286,0.0,0.0,0.02738095238095238,0.0,0.04404761904761905,0.0,0.036904761904761905,0.03333333333333333,0.0,0.04404761904761905,0.0,0.04404761904761905,0.04285714285714286,0.04404761904761905,0.0,0.0,0.0,0.0,0.04404761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04047619047619048,0.04404761904761905,0.02261904761904762,0.04404761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04404761904761905,0.034523809523809526,0.0,0.0,0.030952380952380953,0.0,0.0,0.0,0.04047619047619048,0.04404761904761905,0.039285714285714285,0.04404761904761905,0.0,0.04404761904761905,0.04404761904761905
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05752961082910321,0.0,0.0,0.0,0.050761421319796954,0.0,0.0,0.0,0.0,0.04230118443316413,0.0,0.0,0.0,0.05752961082910321,0.05583756345177665,0.0,0.03722504230118443,0.0,0.0,0.0,0.05922165820642978,0.03722504230118443,0.05245346869712352,0.0,0.049069373942470386,0.05414551607445008,0.0,0.0,0.0,0.0,0.05752961082910321,0.0,0.050761421319796954,0.05414551607445008,0.05414551607445008,0.0,0.0,0.04230118443316413,0.0,0.0,0.0,0.03722504230118443,0.0,0.0,0.05583756345177665,0.050761421319796954,0.0,0.0,0.0,0.0,0.043993231810490696,0.0,0.0
CP5,0.0,0.0,0.04189435336976321,0.030965391621129327,0.0,0.04189435336976321,0.0,0.0,0.04007285974499089,0.0,0.04189435336976321,0.0,0.03278688524590164,0.04189435336976321,0.0,0.04189435336976321,0.0,0.04189435336976321,0.04189435336976321,0.04189435336976321,0.0,0.0,0.0,0.0,0.04189435336976321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03825136612021858,0.04189435336976321,0.03460837887067395,0.04189435336976321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04189435336976321,0.03642987249544627,0.0,0.0,0.03825136612021858,0.0,0.0,0.0,0.04189435336976321,0.04189435336976321,0.03642987249544627,0.04189435336976321,0.0,0.04189435336976321,0.04189435336976321
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
