,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.07307060755336617,0.0,0.0,0.0,0.0,0.0,0.0,0.04187192118226601,0.0,0.0,0.029556650246305417,0.017241379310344827,0.05993431855500821,0.06157635467980296,0.019704433497536946,0.025451559934318555,0.03776683087027915,0.0,0.0,0.0,0.030377668308702793,0.0,0.04926108374384237,0.0755336617405583,0.05090311986863711,0.0,0.0,0.021346469622331693,0.055008210180623976,0.0,0.0,0.055008210180623976,0.0,0.0,0.0,0.0,0.0,0.05582922824302135,0.047619047619047616,0.016420361247947456,0.0,0.05993431855500821,0.0,0.028735632183908046,0.0,0.004105090311986864,0.0,0.0,0.0,0.026272577996715927,0.0,0.0,0.025451559934318555,0.0,0.0,0.0,0.0,0.03201970443349754,0.0,0.0
F3,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07948717948717948,0.0,0.07948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948717948717948,0.0,0.0,0.0,0.07948717948717948,0.0,0.07948717948717948,0.0,0.07948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948717948717948,0.0,0.04871794871794872,0.0,0.0,0.07948717948717948,0.07948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.07948717948717948,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.06954436450839328,0.0,0.0,0.0,0.0,0.0815347721822542,0.0,0.07913669064748201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08393285371702638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07194244604316546,0.0,0.0,0.0,0.0815347721822542,0.0,0.08393285371702638,0.0,0.0815347721822542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08393285371702638,0.0,0.045563549160671464,0.0,0.0,0.07194244604316546,0.08393285371702638,0.0,0.0,0.0,0.0,0.0,0.0,0.0815347721822542,0.0,0.0,0.0,0.0
TP9,0.053125,0.0,0.0,0.0,0.0,0.0,0.0,0.051041666666666666,0.0,0.0,0.034375,0.019791666666666666,0.053125,0.053125,0.025,0.030208333333333334,0.04479166666666667,0.0,0.0,0.0,0.035416666666666666,0.0,0.05,0.053125,0.053125,0.0,0.0,0.027083333333333334,0.052083333333333336,0.0,0.0,0.051041666666666666,0.0,0.0,0.0,0.0,0.0,0.051041666666666666,0.052083333333333336,0.01875,0.0,0.053125,0.0,0.03333333333333333,0.0,0.0020833333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.030208333333333334,0.0,0.0,0.0,0.0,0.03958333333333333,0.0,0.0
CP5,0.0,0.06888888888888889,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.08222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06888888888888889,0.0,0.0,0.0,0.08222222222222222,0.0,0.08222222222222222,0.0,0.08444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08444444444444445,0.0,0.042222222222222223,0.0,0.0,0.07555555555555556,0.08444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.08222222222222222,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
