,Fz,F3,FT9,FC5,AF7,AF3,FT7,AF8
Fz,0.23809523809523808,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.0,0.0,0.0,0.0
F3,0.15625,0.34375,0.375,0.125,0.0,0.0,0.0,0.0
FT9,0.13513513513513514,0.2972972972972973,0.4594594594594595,0.10810810810810811,0.0,0.0,0.0,0.0
FC5,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
