,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh
caudalmiddlefrontal-lh,0.4444444444444444,0.041666666666666664,0.1388888888888889,0.08333333333333333,0.0,0.18055555555555555,0.1111111111111111,0.0
caudalmiddlefrontal-rh,0.02564102564102564,0.5641025641025641,0.0,0.10256410256410256,0.0,0.05128205128205128,0.15384615384615385,0.10256410256410256
postcentral-lh,0.16,0.0,0.30666666666666664,0.04,0.0,0.18666666666666668,0.22666666666666666,0.08
postcentral-rh,0.07692307692307693,0.09615384615384616,0.09615384615384616,0.5384615384615384,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0
precentral-lh,0.0,0.03333333333333333,0.0,0.13333333333333333,0.6333333333333333,0.1,0.0,0.1
superiorfrontal-lh,0.17647058823529413,0.0,0.1411764705882353,0.03529411764705882,0.011764705882352941,0.4470588235294118,0.12941176470588237,0.058823529411764705
superiorfrontal-rh,0.12121212121212122,0.09090909090909091,0.19696969696969696,0.030303030303030304,0.0,0.18181818181818182,0.3484848484848485,0.030303030303030304
superiorparietal-lh,0.0,0.07547169811320754,0.11320754716981132,0.0,0.018867924528301886,0.16981132075471697,0.07547169811320754,0.5471698113207547
