,bankssts-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-rh
bankssts-lh,0.9263803680981595,0.0,0.0,0.0,0.0,0.0,0.0,0.0736196319018405
fusiform-lh,0.0,0.19605695509309967,0.18181818181818182,0.0963855421686747,0.15553121577217963,0.1774370208105148,0.1588170865279299,0.033953997809419496
inferiortemporal-lh,0.0,0.16226415094339622,0.21415094339622642,0.10754716981132076,0.12075471698113208,0.16226415094339622,0.1792452830188679,0.05377358490566038
isthmuscingulate-lh,0.0,0.11604938271604938,0.14814814814814814,0.2123456790123457,0.09012345679012346,0.13950617283950617,0.16296296296296298,0.1308641975308642
isthmuscingulate-rh,0.0,0.18037135278514588,0.16180371352785147,0.09151193633952255,0.20557029177718833,0.17639257294429708,0.15251989389920426,0.03183023872679045
lingual-lh,0.0,0.17177914110429449,0.1738241308793456,0.10940695296523517,0.14212678936605316,0.18507157464212678,0.16666666666666666,0.05112474437627812
parahippocampal-lh,0.0,0.1457142857142857,0.18476190476190477,0.12,0.11523809523809524,0.16095238095238096,0.20761904761904762,0.06571428571428571
pericalcarine-rh,0.019762845849802372,0.07312252964426877,0.12450592885375494,0.21739130434782608,0.05138339920948617,0.11067193675889328,0.1442687747035573,0.25889328063241107
