,Fz,P8,TP10,FT10,F8,AF7,P6,TP8
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
FT10,0.0,0.0,0.08333333333333333,0.5416666666666666,0.0,0.0,0.0,0.375
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.10526315789473684,0.47368421052631576,0.0,0.0,0.0,0.42105263157894735
