,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.12673267326732673,0.12673267326732673,0.12871287128712872,0.12475247524752475,0.12871287128712872,0.12673267326732673,0.12079207920792079,0.11683168316831684
parsopercularis-lh,0.128,0.128,0.128,0.124,0.13,0.126,0.12,0.116
parstriangularis-rh,0.12525252525252525,0.12525252525252525,0.1292929292929293,0.12525252525252525,0.12727272727272726,0.1292929292929293,0.12323232323232323,0.11515151515151516
postcentral-rh,0.12525667351129363,0.12525667351129363,0.1293634496919918,0.12525667351129363,0.1273100616016427,0.1293634496919918,0.12320328542094455,0.11498973305954825
rostralmiddlefrontal-lh,0.126,0.126,0.13,0.124,0.128,0.128,0.122,0.116
rostralmiddlefrontal-rh,0.12525667351129363,0.12525667351129363,0.1293634496919918,0.12525667351129363,0.1273100616016427,0.1293634496919918,0.12320328542094455,0.11498973305954825
superiortemporal-lh,0.12396694214876033,0.12396694214876033,0.128099173553719,0.12603305785123967,0.12603305785123967,0.128099173553719,0.12603305785123967,0.11776859504132231
superiortemporal-rh,0.12284482758620689,0.12284482758620689,0.1271551724137931,0.125,0.125,0.1271551724137931,0.1271551724137931,0.12284482758620689
