,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.12554112554112554,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.12121212121212122,0.12554112554112554,0.10822510822510822,0.12987012987012986
parsopercularis-lh,0.12244897959183673,0.1346938775510204,0.1346938775510204,0.13877551020408163,0.11428571428571428,0.12653061224489795,0.10204081632653061,0.12653061224489795
postcentral-rh,0.12345679012345678,0.12757201646090535,0.13991769547325103,0.13168724279835392,0.11522633744855967,0.13168724279835392,0.102880658436214,0.12757201646090535
rostralmiddlefrontal-rh,0.12295081967213115,0.13114754098360656,0.13934426229508196,0.13524590163934427,0.11475409836065574,0.12704918032786885,0.10245901639344263,0.12704918032786885
superiorparietal-rh,0.12669683257918551,0.12669683257918551,0.13122171945701358,0.12669683257918551,0.12217194570135746,0.13122171945701358,0.1085972850678733,0.12669683257918551
superiortemporal-lh,0.125,0.12916666666666668,0.13333333333333333,0.12916666666666668,0.11666666666666667,0.13333333333333333,0.10416666666666667,0.12916666666666668
superiortemporal-rh,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.1822429906542056,0.11682242990654206
supramarginal-rh,0.12446351931330472,0.12875536480686695,0.13304721030042918,0.13304721030042918,0.12017167381974249,0.12446351931330472,0.1072961373390558,0.12875536480686695
