,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1375,0.1375,0.1375,0.0875,0.1375,0.1375,0.1,0.125
parstriangularis-rh,0.11557788944723618,0.20100502512562815,0.11557788944723618,0.07035175879396985,0.18592964824120603,0.1306532663316583,0.08040201005025126,0.10050251256281408
precentral-rh,0.1375,0.1375,0.1375,0.0875,0.1375,0.1375,0.1,0.125
rostralmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralmiddlefrontal-rh,0.11855670103092783,0.18556701030927836,0.11855670103092783,0.07216494845360824,0.18556701030927836,0.13402061855670103,0.08247422680412371,0.10309278350515463
superiorfrontal-rh,0.13450292397660818,0.14619883040935672,0.13450292397660818,0.08187134502923976,0.14619883040935672,0.14619883040935672,0.0935672514619883,0.11695906432748537
superiortemporal-lh,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.11764705882352941,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722
superiortemporal-rh,0.13194444444444445,0.13194444444444445,0.13194444444444445,0.09722222222222222,0.13194444444444445,0.13194444444444445,0.1111111111111111,0.13194444444444445
