,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
parstriangularis-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
precentral-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
rostralmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralmiddlefrontal-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
superiorfrontal-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiortemporal-rh,0.1261595547309833,0.1261595547309833,0.1261595547309833,0.12059369202226346,0.1261595547309833,0.1261595547309833,0.12244897959183673,0.1261595547309833
