,FT9,TP9,P7,AF7,F5,TP7,P5,AF8
FT9,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
TP9,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.5294117647058824,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
AF8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8
