,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5157894736842106,0.03684210526315789,0.05789473684210526,0.09210526315789473,0.11052631578947368,0.042105263157894736,0.05263157894736842,0.09210526315789473
frontalpole-lh,0.04017857142857143,0.46205357142857145,0.09375,0.06919642857142858,0.07589285714285714,0.08258928571428571,0.17633928571428573,0.0
frontalpole-rh,0.02707275803722504,0.0829103214890017,0.32318104906937395,0.13028764805414553,0.07106598984771574,0.155668358714044,0.18612521150592218,0.023688663282571912
lateralorbitofrontal-rh,0.048507462686567165,0.05037313432835821,0.16417910447761194,0.24440298507462688,0.11007462686567164,0.17537313432835822,0.13619402985074627,0.0708955223880597
parahippocampal-rh,0.07839388145315487,0.03441682600382409,0.07839388145315487,0.09751434034416825,0.5315487571701721,0.08030592734225621,0.05162523900573614,0.04780114722753346
rostralanteriorcingulate-lh,0.022821576763485476,0.07053941908713693,0.15975103734439833,0.15352697095435686,0.08298755186721991,0.2987551867219917,0.14937759336099585,0.06224066390041494
rostralanteriorcingulate-rh,0.03597122302158273,0.14568345323741008,0.17985611510791366,0.13848920863309352,0.06474820143884892,0.13848920863309352,0.2751798561151079,0.02158273381294964
temporalpole-lh,0.065625,0.0,0.03125,0.125,0.0875,0.096875,0.021875,0.571875
