,Fp1,FT9,T8,F8,AF7,AF3,FT8,AF8
Fp1,0.37154989384288745,0.04670912951167728,0.0,0.0,0.0,0.3641188959660297,0.0,0.21762208067940553
FT9,0.08646616541353383,0.6221804511278195,0.0,0.05075187969924812,0.0,0.12030075187969924,0.0,0.12030075187969924
T8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.14,0.0,0.86,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF3,0.33859822309970383,0.06120434353405726,0.0,0.0,0.0,0.36722606120434353,0.0,0.23297137216189537
FT8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.24580335731414868,0.07434052757793765,0.0,0.0,0.0,0.28177458033573144,0.0,0.3980815347721823
