,Fp1,FT9,Fp2,AFz,F1,AF8,AF4,F2
Fp1,0.580110497237569,0.0,0.4198895027624309,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.490280777537797,0.0,0.509719222462203,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.5244648318042814,0.0,0.47553516819571867,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.47192716236722304,0.0,0.5280728376327769,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
