,Fp1,FT9,Fp2,AFz,F1,AF8,AF4,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.7988165680473372,0.0,0.0,0.0,0.0,0.038461538461538464,0.16272189349112426
Fp2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF4,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.5217391304347826,0.34782608695652173
F2,0.0,0.32571428571428573,0.0,0.0,0.0,0.0,0.21714285714285714,0.45714285714285713
