,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6148409893992933,0.10836277974087162,0.10365135453474676,0.0,0.0,0.10482921083627797,0.03180212014134275,0.03651354534746761
frontalpole-rh,0.10355987055016182,0.5436893203883495,0.11003236245954692,0.0,0.0,0.16720604099244876,0.034519956850053934,0.040992448759439054
medialorbitofrontal-rh,0.10538116591928251,0.12331838565022421,0.49551569506726456,0.0011210762331838565,0.04708520179372197,0.2242152466367713,0.0033632286995515697,0.0
parahippocampal-lh,0.0,0.0,0.004658385093167702,0.7608695652173914,0.08850931677018634,0.13043478260869565,0.015527950310559006,0.0
parahippocampal-rh,0.0,0.0,0.06451612903225806,0.09237536656891496,0.6158357771260997,0.22140762463343108,0.005865102639296188,0.0
rostralanteriorcingulate-rh,0.07830853563038372,0.12529365700861395,0.16053249804228661,0.06734534064212999,0.11511354737666406,0.44166014095536416,0.0023492560689115116,0.009397024275646046
temporalpole-lh,0.04195804195804196,0.06643356643356643,0.01048951048951049,0.013986013986013986,0.0034965034965034965,0.0017482517482517483,0.8426573426573427,0.019230769230769232
temporalpole-rh,0.061488673139158574,0.05177993527508091,0.0,0.0,0.0,0.019417475728155338,0.011326860841423949,0.8559870550161812
