,Fp1,F4,Fp2,AF7,AFz,F1,FC3,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.26605504587155965,0.27522935779816515,0.1834862385321101,0.27522935779816515,0.0,0.0,0.0
Fp2,0.0,0.2248062015503876,0.27906976744186046,0.20930232558139536,0.2868217054263566,0.0,0.0,0.0
AF7,0.0,0.16363636363636364,0.22727272727272727,0.3,0.3090909090909091,0.0,0.0,0.0
AFz,0.0,0.2013888888888889,0.25,0.2361111111111111,0.3125,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
