,Fp1,F4,Fp2,AF7,AFz,F1,FC3,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.609375,0.234375,0.0,0.15625,0.0,0.0,0.0
Fp2,0.0,0.3902439024390244,0.36585365853658536,0.0,0.24390243902439024,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.34375,0.34375,0.0,0.3125,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
