,Fp1,F4,Fp2,AF7,AFz,F1,FC3,FC4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.5185185185185185
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.6829268292682927
