,Fp1,F4,Fp2,AF7,AFz,F1,FC3,FC4
Fp1,0.35135135135135137,0.0,0.21621621621621623,0.1573926868044515,0.24165341812400637,0.0,0.033386327503974564,0.0
F4,0.0,0.6545012165450121,0.12408759124087591,0.09002433090024331,0.09732360097323602,0.0,0.0,0.0340632603406326
Fp2,0.19015047879616964,0.07113543091655267,0.3009575923392613,0.15595075239398085,0.2749658002735978,0.0,0.006839945280437756,0.0
AF7,0.15210843373493976,0.05421686746987952,0.1716867469879518,0.42771084337349397,0.19427710843373494,0.0,0.0,0.0
AFz,0.2040268456375839,0.053691275167785234,0.26711409395973157,0.1704697986577181,0.3046979865771812,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FC3,0.25,0.0,0.05,0.0,0.0,0.0,0.7,0.0
FC4,0.0,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.6829268292682927
