,Fp1,FT9,TP10,T8,F4,AF7,AF3,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.32727272727272727,0.33636363636363636,0.0,0.33636363636363636
AF7,0.0,0.0,0.0,0.0,0.288,0.352,0.0,0.36
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.24489795918367346,0.29931972789115646,0.0,0.4557823129251701
