,TP10,T8,F4,F8,Fp2,AF7,P1,PO8
TP10,0.7538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.24615384615384617
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486
