,frontalpole-rh,fusiform-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.6093928980526919,0.046964490263459335,0.046964490263459335,0.046964490263459335,0.046964490263459335,0.046964490263459335,0.09163802978235967,0.06414662084765177
fusiform-rh,0.01586687306501548,0.18808049535603716,0.14976780185758515,0.13003095975232198,0.146671826625387,0.17879256965944273,0.08552631578947369,0.10526315789473684
insula-lh,0.01615445232466509,0.15563435776201734,0.1698187549251379,0.1272655634357762,0.14972419227738376,0.15878644602048858,0.10441292356185973,0.1182033096926714
isthmuscingulate-rh,0.018747142203932327,0.1540923639689072,0.14586191129401005,0.1540923639689072,0.15363511659807957,0.15363511659807957,0.09739368998628258,0.12254229538180156
lateraloccipital-rh,0.016768916155419224,0.15623721881390593,0.15460122699386503,0.13865030674846626,0.16114519427402862,0.15950920245398773,0.09529652351738241,0.11779141104294479
lingual-rh,0.015678776290630976,0.17896749521988528,0.151434034416826,0.13001912045889102,0.14837476099426386,0.17973231357552583,0.08795411089866156,0.10783938814531549
rostralanteriorcingulate-lh,0.04118533400301356,0.1150175791059769,0.13711702661978906,0.10999497739829231,0.12004018081366148,0.11953792064289302,0.21948769462581616,0.13761928679055752
rostralanteriorcingulate-rh,0.025362318840579712,0.12590579710144928,0.1381340579710145,0.12409420289855072,0.13269927536231885,0.13043478260869565,0.1213768115942029,0.20199275362318841
