,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4,0.0,0.0,0.0,0.15,0.1,0.15,0.2
parstriangularis-rh,0.0,0.8421052631578947,0.0,0.0,0.0,0.15789473684210525,0.0,0.0
postcentral-lh,0.038461538461538464,0.0,0.8076923076923077,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
postcentral-rh,0.0,0.0,0.0,0.8620689655172413,0.13793103448275862,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.03389830508474576,0.0,0.0,0.1694915254237288,0.5932203389830508,0.06779661016949153,0.05084745762711865,0.0847457627118644
superiorfrontal-rh,0.058823529411764705,0.2647058823529412,0.0,0.0,0.14705882352941177,0.35294117647058826,0.08823529411764706,0.08823529411764706
superiorparietal-rh,0.1,0.05,0.0,0.0,0.2,0.1,0.25,0.3
superiortemporal-rh,0.07407407407407407,0.0,0.0,0.0,0.25925925925925924,0.07407407407407407,0.14814814814814814,0.4444444444444444
