,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.37962962962962965,0.0,0.046296296296296294,0.17592592592592593,0.19444444444444445,0.0,0.2037037037037037,0.0
caudalmiddlefrontal-rh,0.0,0.42105263157894735,0.0,0.06578947368421052,0.0,0.14473684210526316,0.17105263157894737,0.19736842105263158
parstriangularis-rh,0.05102040816326531,0.0,0.5714285714285714,0.07142857142857142,0.20408163265306123,0.0,0.0,0.10204081632653061
rostralmiddlefrontal-lh,0.21,0.04,0.09,0.39,0.04,0.0,0.23,0.0
superiorfrontal-rh,0.2,0.0,0.19047619047619047,0.01904761904761905,0.5904761904761905,0.0,0.0,0.0
superiorparietal-rh,0.0,0.225,0.0,0.0,0.0,0.775,0.0,0.0
superiortemporal-lh,0.19008264462809918,0.11570247933884298,0.0,0.19008264462809918,0.0,0.0,0.4132231404958678,0.09090909090909091
superiortemporal-rh,0.0,0.19230769230769232,0.1282051282051282,0.0,0.0,0.0,0.14102564102564102,0.5384615384615384
