,Fp1,TP10,AFz,F1,P1,AF8,AF4,F2
Fp1,0.2222222222222222,0.23809523809523808,0.18253968253968253,0.0,0.1349206349206349,0.0,0.2222222222222222,0.0
TP10,0.22556390977443608,0.24060150375939848,0.17293233082706766,0.0,0.13533834586466165,0.0,0.22556390977443608,0.0
AFz,0.21495327102803738,0.21495327102803738,0.205607476635514,0.0,0.14953271028037382,0.0,0.21495327102803738,0.0
F1,0.0,0.014925373134328358,0.0,0.3582089552238806,0.04477611940298507,0.29850746268656714,0.0,0.2835820895522388
P1,0.1958762886597938,0.20618556701030927,0.17525773195876287,0.010309278350515464,0.1958762886597938,0.0,0.1958762886597938,0.020618556701030927
AF8,0.0,0.0,0.0,0.3728813559322034,0.0,0.3728813559322034,0.0,0.2542372881355932
AF4,0.2248062015503876,0.24031007751937986,0.17829457364341086,0.0,0.13178294573643412,0.0,0.2248062015503876,0.0
F2,0.01694915254237288,0.03389830508474576,0.0,0.3050847457627119,0.06779661016949153,0.2542372881355932,0.01694915254237288,0.3050847457627119
