,Fp1,TP10,FT10,F4,Fp2,AF7,FC4,F6
Fp1,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0
TP10,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0
Fp2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0
AF7,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
