,Fp1,F7,FT9,Fp2,AFz,F6,AF8,AF4
Fp1,0.25,0.0,0.0,0.225,0.25,0.0,0.275,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.2564102564102564,0.0,0.0,0.23076923076923078,0.2564102564102564,0.0,0.2564102564102564,0.0
AFz,0.25,0.0,0.0,0.225,0.25,0.0,0.275,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.24390243902439024,0.0,0.0,0.21951219512195122,0.24390243902439024,0.0,0.2926829268292683,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
