,Fp1,FT10,F8,Fp2,AF7,AFz,P1,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.34375,0.375,0.0,0.28125
AFz,0.0,0.0,0.0,0.0,0.34375,0.375,0.0,0.28125
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.3448275862068966,0.3448275862068966,0.0,0.3103448275862069
