subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S41,Sess01,MOTOR_EXECUTION-LEFT,0.9954343881427214,1.000000000000003,0.9856680212148963,1.0047150255223174,bootstrap,critical,fullwin_delta
S41,Sess01,MOTOR_EXECUTION-RIGHT,0.9929771036727103,1.0000000000000004,0.9845659825994554,1.0022909506375772,bootstrap,critical,fullwin_delta
S41,Sess01,MOTOR_IMAGERY-LEFT,0.9999956541025271,1.0,0.9946189172421235,1.0054905843883375,bootstrap,critical,fullwin_delta
S41,Sess01,MOTOR_IMAGERY-RIGHT,1.001050535126686,1.0000000000000002,0.997271693997823,1.005460943052258,bootstrap,critical,fullwin_delta
S41,Sess01,MOTOR_EXECUTION,0.9942057459077158,1.0000000000000018,0.9851170019071758,1.0035029880799473,bootstrap,critical,fullwin_delta
S41,Sess01,MOTOR_IMAGERY,1.0005230946146066,1.0,0.9959453056199732,1.0054757637202978,bootstrap,critical,fullwin_delta
S41,Sess01,LEFT,0.9977150211226242,1.0000000000000016,0.9901434692285098,1.0051028049553274,bootstrap,critical,fullwin_delta
S41,Sess01,RIGHT,0.9970138193996982,1.0000000000000004,0.9909188382986391,1.0038759468449177,bootstrap,critical,fullwin_delta
S41,Sess01,LEFT_vs_RIGHT,0.0007012017229259815,0.0,-0.013732477616407834,0.014183966656688307,bootstrap,delta,fullwin_delta
S41,Sess01,IMAGERY_vs_EXECUTION,0.006317348706890824,0.0,-0.007557682459974124,0.020358761813122017,bootstrap,delta,fullwin_delta
S41,Sess01,ME_LEFT_vs_ME_RIGHT,0.002457284470011145,0.0,-0.016622929422680954,0.020149042922862015,bootstrap,delta,fullwin_delta
S41,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0010548810241589601,0.0,-0.010842025810134603,0.008218890390514488,bootstrap,delta,fullwin_delta
