,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.24607329842931938,0.04712041884816754,0.08900523560209424,0.14136125654450263,0.14659685863874344,0.0,0.225130890052356,0.10471204188481675
parsopercularis-lh,0.08264462809917356,0.34710743801652894,0.19008264462809918,0.14049586776859505,0.15702479338842976,0.0,0.08264462809917356,0.0
parstriangularis-rh,0.11428571428571428,0.16428571428571428,0.24285714285714285,0.16428571428571428,0.19285714285714287,0.0,0.12142857142857143,0.0
postcentral-rh,0.16,0.09714285714285714,0.14285714285714285,0.19428571428571428,0.17142857142857143,0.0,0.1657142857142857,0.06857142857142857
superiorfrontal-lh,0.1638418079096045,0.10734463276836158,0.1638418079096045,0.1638418079096045,0.21468926553672316,0.0,0.15254237288135594,0.03389830508474576
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiorparietal-rh,0.21649484536082475,0.04639175257731959,0.09278350515463918,0.13917525773195877,0.14432989690721648,0.0,0.23711340206185566,0.12371134020618557
superiortemporal-rh,0.2,0.0,0.0,0.12222222222222222,0.05555555555555555,0.0,0.25555555555555554,0.36666666666666664
