,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.2777777777777778,0.0,0.037037037037037035,0.14814814814814814,0.2777777777777778,0.25925925925925924,0.0,0.0
parsopercularis-lh,0.0,0.40625,0.09375,0.0,0.0,0.0,0.25,0.25
parstriangularis-rh,0.041666666666666664,0.2916666666666667,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
postcentral-rh,0.20454545454545456,0.0,0.0,0.2727272727272727,0.20454545454545456,0.20454545454545456,0.0,0.11363636363636363
rostralmiddlefrontal-rh,0.2542372881355932,0.0,0.0847457627118644,0.13559322033898305,0.288135593220339,0.23728813559322035,0.0,0.0
superiorfrontal-lh,0.27450980392156865,0.0,0.0,0.1568627450980392,0.2549019607843137,0.3137254901960784,0.0,0.0
superiorfrontal-rh,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.38596491228070173,0.3508771929824561
superiortemporal-lh,0.0,0.2112676056338028,0.0,0.056338028169014086,0.0,0.0,0.29577464788732394,0.43661971830985913
