,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.616643929058663,0.08049113233287858,0.040927694406548434,0.09140518417462483,0.08867667121418826,0.03819918144611187,0.04365620736698499,0.0
frontalpole-lh,0.053082191780821915,0.4178082191780822,0.16352739726027396,0.13955479452054795,0.1309931506849315,0.036815068493150686,0.04195205479452055,0.016267123287671232
frontalpole-rh,0.030303030303030304,0.2305194805194805,0.4383116883116883,0.07034632034632035,0.10064935064935066,0.06060606060606061,0.03571428571428571,0.03354978354978355
medialorbitofrontal-lh,0.061,0.167,0.069,0.38,0.18,0.021,0.084,0.038
rostralanteriorcingulate-lh,0.06578947368421052,0.13765182186234817,0.09109311740890688,0.1548582995951417,0.4271255060728745,0.019230769230769232,0.06680161943319839,0.03744939271255061
temporalpole-lh,0.04746835443037975,0.06487341772151899,0.0949367088607595,0.03322784810126582,0.0379746835443038,0.6139240506329114,0.060126582278481014,0.04746835443037975
temporalpole-rh,0.059050064184852376,0.06290115532734275,0.04236200256739409,0.10012836970474968,0.09242618741976893,0.051347881899871634,0.5417201540436457,0.05006418485237484
transversetemporal-rh,0.00686106346483705,0.036020583190394515,0.060034305317324184,0.06174957118353345,0.06689536878216124,0.051457975986277875,0.06689536878216124,0.6500857632933105
