,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.5319148936170213,0.1276595744680851,0.0,0.0,0.23404255319148937,0.0,0.10638297872340426,0.0
caudalmiddlefrontal-rh,0.26666666666666666,0.43333333333333335,0.0,0.03333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0
postcentral-lh,0.0,0.0,0.2916666666666667,0.125,0.125,0.125,0.125,0.20833333333333334
postcentral-rh,0.03636363636363636,0.05454545454545454,0.10909090909090909,0.2,0.2,0.10909090909090909,0.2,0.09090909090909091
rostralmiddlefrontal-lh,0.17647058823529413,0.029411764705882353,0.058823529411764705,0.07352941176470588,0.4264705882352941,0.058823529411764705,0.1323529411764706,0.04411764705882353
superiorparietal-lh,0.0,0.0,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.13333333333333333
superiortemporal-rh,0.1111111111111111,0.041666666666666664,0.09722222222222222,0.1388888888888889,0.20833333333333334,0.08333333333333333,0.2361111111111111,0.08333333333333333
supramarginal-lh,0.0,0.0196078431372549,0.17647058823529413,0.1568627450980392,0.09803921568627451,0.11764705882352941,0.11764705882352941,0.3137254901960784
