,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.13194444444444445,0.125,0.10416666666666667,0.11805555555555555,0.13194444444444445,0.125,0.1388888888888889,0.125
inferiorparietal-rh,0.10919540229885058,0.21839080459770116,0.08045977011494253,0.09770114942528736,0.10919540229885058,0.10344827586206896,0.10919540229885058,0.1724137931034483
parsopercularis-lh,0.08280254777070063,0.07643312101910828,0.24203821656050956,0.14012738853503184,0.08280254777070063,0.21019108280254778,0.08917197452229299,0.07643312101910828
rostralmiddlefrontal-lh,0.10588235294117647,0.10588235294117647,0.1411764705882353,0.1588235294117647,0.10588235294117647,0.17058823529411765,0.10588235294117647,0.10588235294117647
rostralmiddlefrontal-rh,0.13194444444444445,0.125,0.10416666666666667,0.11805555555555555,0.13194444444444445,0.125,0.1388888888888889,0.125
superiorparietal-lh,0.09844559585492228,0.09326424870466321,0.17616580310880828,0.14507772020725387,0.09844559585492228,0.19689119170984457,0.09844559585492228,0.09326424870466321
superiortemporal-lh,0.13194444444444445,0.125,0.10416666666666667,0.11805555555555555,0.13194444444444445,0.125,0.1388888888888889,0.125
supramarginal-lh,0.11515151515151516,0.18181818181818182,0.08484848484848485,0.10303030303030303,0.11515151515151516,0.10909090909090909,0.11515151515151516,0.17575757575757575
