,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-rh
inferiorparietal-rh,0.20526315789473684,0.0,0.14736842105263157,0.16052631578947368,0.15526315789473685,0.14736842105263157,0.0,0.18421052631578946
parsopercularis-lh,0.0,0.7704918032786885,0.0,0.16393442622950818,0.0,0.0,0.06557377049180328,0.0
postcentral-lh,0.15303430079155672,0.0,0.18733509234828497,0.13984168865435356,0.18733509234828497,0.16886543535620052,0.010554089709762533,0.15303430079155672
postcentral-rh,0.17355371900826447,0.024793388429752067,0.14049586776859505,0.1928374655647383,0.14325068870523416,0.1349862258953168,0.013774104683195593,0.1763085399449036
superiorparietal-lh,0.16,0.0,0.18133333333333335,0.136,0.18933333333333333,0.176,0.008,0.14933333333333335
superiorparietal-rh,0.16521739130434782,0.0,0.17391304347826086,0.13623188405797101,0.1855072463768116,0.1826086956521739,0.005797101449275362,0.15072463768115943
superiortemporal-lh,0.046511627906976744,0.06976744186046512,0.13953488372093023,0.16279069767441862,0.11627906976744186,0.09302325581395349,0.2558139534883721,0.11627906976744186
supramarginal-rh,0.18604651162790697,0.0,0.14470284237726097,0.16795865633074936,0.14728682170542637,0.13953488372093023,0.007751937984496124,0.20671834625322996
