,P3,Oz,C4,T8,FT10,AF7,AF8,FCz
P3,0.19230769230769232,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,0.0,0.11538461538461539
Oz,0.0,0.42105263157894735,0.0,0.0,0.3684210526315789,0.0,0.21052631578947367,0.0
C4,0.11904761904761904,0.0,0.40476190476190477,0.21428571428571427,0.0,0.19047619047619047,0.0,0.07142857142857142
T8,0.14285714285714285,0.0,0.2857142857142857,0.2571428571428571,0.0,0.22857142857142856,0.0,0.08571428571428572
FT10,0.0,0.4,0.0,0.0,0.37142857142857144,0.0,0.22857142857142856,0.0
AF7,0.14705882352941177,0.0,0.2647058823529412,0.2647058823529412,0.0,0.23529411764705882,0.0,0.08823529411764706
AF8,0.0,0.36,0.0,0.0,0.36,0.0,0.28,0.0
FCz,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.0,0.20833333333333334,0.0,0.16666666666666666
