,parstriangularis-rh,postcentral-lh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.5833333333333334,0.0,0.125,0.041666666666666664,0.0,0.0,0.125,0.125
postcentral-lh,0.06896551724137931,0.20689655172413793,0.13793103448275862,0.10344827586206896,0.1724137931034483,0.0,0.1724137931034483,0.13793103448275862
precentral-lh,0.125,0.08333333333333333,0.20833333333333334,0.125,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334
superiorfrontal-rh,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.2727272727272727,0.0,0.13636363636363635,0.13636363636363635,0.13636363636363635
superiorparietal-lh,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.0,0.1111111111111111,0.1111111111111111
superiorparietal-rh,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.5714285714285714,0.14285714285714285,0.0
superiortemporal-lh,0.09375,0.09375,0.1875,0.09375,0.0625,0.0625,0.21875,0.1875
superiortemporal-rh,0.125,0.08333333333333333,0.20833333333333334,0.125,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334
