,cuneus-lh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,precuneus-lh,precuneus-rh,superiorparietal-lh
cuneus-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isthmuscingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lateraloccipital-rh,0.12844036697247707,0.12844036697247707,0.12844036697247707,0.11926605504587157,0.12844036697247707,0.11926605504587157,0.12844036697247707,0.11926605504587157
pericalcarine-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
pericalcarine-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
precuneus-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
precuneus-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
