,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.17142857142857143,0.2,0.17142857142857143,0.11428571428571428,0.17142857142857143,0.17142857142857143,0.0,0.0
parstriangularis-rh,0.14634146341463414,0.21951219512195122,0.14634146341463414,0.0975609756097561,0.21951219512195122,0.17073170731707318,0.0,0.0
postcentral-rh,0.06666666666666667,0.09333333333333334,0.32,0.02666666666666667,0.09333333333333334,0.13333333333333333,0.08,0.18666666666666668
rostralmiddlefrontal-rh,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.13636363636363635,0.13636363636363635,0.0,0.0
superiorfrontal-rh,0.11363636363636363,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.1590909090909091,0.045454545454545456,0.0
superiorparietal-rh,0.12,0.18,0.2,0.06,0.16,0.2,0.08,0.0
superiortemporal-lh,0.05405405405405406,0.05405405405405406,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.5135135135135135,0.0
superiortemporal-rh,0.0,0.0,0.3170731707317073,0.0,0.0,0.0,0.0,0.6829268292682927
