,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.054274084124830396,0.054274084124830396,0.05698778833107191,0.0,0.0,0.05563093622795115,0.0,0.0,0.0,0.05698778833107191,0.0,0.032564450474898234,0.0,0.050203527815468114,0.0,0.0,0.0,0.027137042062415198,0.0,0.0,0.054274084124830396,0.0,0.023066485753052916,0.0,0.04206241519674356,0.054274084124830396,0.0,0.029850746268656716,0.0027137042062415195,0.05563093622795115,0.0,0.0,0.028493894165535955,0.004070556309362279,0.0,0.0,0.0,0.0,0.0,0.05698778833107191,0.0,0.03934871099050204,0.0,0.0203527815468114,0.0,0.05834464043419267,0.0,0.031207598371777476,0.0,0.0,0.009497964721845319,0.0,0.024423337856173677,0.0,0.0,0.0,0.0203527815468114,0.0,0.0,0.05698778833107191,0.0,0.0,0.0
Fz,0.054274084124830396,0.054274084124830396,0.05698778833107191,0.0,0.0,0.05563093622795115,0.0,0.0,0.0,0.05698778833107191,0.0,0.032564450474898234,0.0,0.050203527815468114,0.0,0.0,0.0,0.027137042062415198,0.0,0.0,0.054274084124830396,0.0,0.023066485753052916,0.0,0.04206241519674356,0.054274084124830396,0.0,0.029850746268656716,0.0027137042062415195,0.05563093622795115,0.0,0.0,0.028493894165535955,0.004070556309362279,0.0,0.0,0.0,0.0,0.0,0.05698778833107191,0.0,0.03934871099050204,0.0,0.0203527815468114,0.0,0.05834464043419267,0.0,0.031207598371777476,0.0,0.0,0.009497964721845319,0.0,0.024423337856173677,0.0,0.0,0.0,0.0203527815468114,0.0,0.0,0.05698778833107191,0.0,0.0,0.0
F3,0.0532994923857868,0.0532994923857868,0.06091370558375635,0.0,0.0,0.0583756345177665,0.0,0.0,0.0,0.06218274111675127,0.0,0.030456852791878174,0.0,0.046954314720812185,0.0,0.0,0.0,0.025380710659898477,0.0,0.0,0.05710659898477157,0.0,0.021573604060913704,0.0,0.03934010152284264,0.0532994923857868,0.0,0.027918781725888325,0.0025380710659898475,0.05583756345177665,0.0,0.0,0.0266497461928934,0.0038071065989847717,0.0,0.0,0.0,0.0,0.0,0.06091370558375635,0.0,0.03680203045685279,0.0,0.01903553299492386,0.0,0.06345177664974619,0.0,0.02918781725888325,0.0,0.0,0.008883248730964468,0.0,0.02284263959390863,0.0,0.0,0.0,0.01903553299492386,0.0,0.0,0.06091370558375635,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.04287138584247258,0.04287138584247258,0.0,0.0,0.027916251246261216,0.0,0.0,0.02991026919242273,0.0009970089730807576,0.01794616151545364,0.0,0.038883349950149554,0.026919242273180457,0.0,0.0009970089730807576,0.04187437686939183,0.040877367896311065,0.0009970089730807576,0.010967098703888335,0.0,0.0,0.0009970089730807576,0.0,0.0,0.0,0.0009970089730807576,0.0,0.04187437686939183,0.04287138584247258,0.0,0.0,0.023928215353938187,0.04287138584247258,0.038883349950149554,0.03788634097706879,0.031904287138584245,0.0,0.040877367896311065,0.0,0.003988035892323031,0.0009970089730807576,0.03589232303090728,0.0,0.011964107676969093,0.0,0.026919242273180457,0.014955134596211365,0.0,0.03290129611166501,0.0,0.03389830508474576,0.023928215353938187,0.023928215353938187,0.0,0.0029910269192422734,0.040877367896311065,0.0,0.03589232303090728,0.04287138584247258,0.040877367896311065
FT9,0.0,0.0,0.0,0.042490118577075096,0.04743083003952569,0.0,0.0,0.02766798418972332,0.0,0.0,0.029644268774703556,0.0009881422924901185,0.017786561264822136,0.0,0.038537549407114624,0.0266798418972332,0.0,0.0009881422924901185,0.041501976284584984,0.040513833992094864,0.0009881422924901185,0.010869565217391304,0.0,0.0,0.0009881422924901185,0.0,0.0,0.0,0.0009881422924901185,0.0,0.041501976284584984,0.046442687747035576,0.0,0.0,0.023715415019762844,0.042490118577075096,0.038537549407114624,0.037549407114624504,0.03162055335968379,0.0,0.040513833992094864,0.0,0.003952569169960474,0.0009881422924901185,0.03557312252964427,0.0,0.011857707509881422,0.0,0.0266798418972332,0.014822134387351778,0.0,0.03260869565217391,0.0,0.03359683794466403,0.023715415019762844,0.023715415019762844,0.0,0.0029644268774703555,0.040513833992094864,0.0,0.03557312252964427,0.042490118577075096,0.040513833992094864
FC5,0.05391527599486521,0.05391527599486521,0.06033376123234917,0.0,0.0,0.057766367137355584,0.0,0.0,0.0,0.06033376123234917,0.0,0.03080872913992298,0.0,0.04749679075738126,0.0,0.0,0.0,0.025673940949935817,0.0,0.0,0.05648267008985879,0.0,0.021822849807445442,0.0,0.03979460847240052,0.05391527599486521,0.0,0.028241335044929396,0.0025673940949935813,0.05648267008985879,0.0,0.0,0.026957637997432605,0.0038510911424903724,0.0,0.0,0.0,0.0,0.0,0.06033376123234917,0.0,0.037227214377406934,0.0,0.019255455712451863,0.0,0.06161745827984596,0.0,0.029525032092426188,0.0,0.0,0.008985879332477536,0.0,0.023106546854942234,0.0,0.0,0.0,0.019255455712451863,0.0,0.0,0.06033376123234917,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.00258732212160414,0.00258732212160414,0.00258732212160414,0.03492884864165589,0.03492884864165589,0.00258732212160414,0.0,0.03492884864165589,0.0,0.00258732212160414,0.03363518758085381,0.0038809831824062097,0.02457956015523933,0.00129366106080207,0.03363518758085381,0.029754204398447608,0.0,0.0038809831824062097,0.03492884864165589,0.03492884864165589,0.0038809831824062097,0.014230271668822769,0.00258732212160414,0.0,0.0038809831824062097,0.00258732212160414,0.0,0.0,0.0038809831824062097,0.00258732212160414,0.03492884864165589,0.03492884864165589,0.00258732212160414,0.00129366106080207,0.028460543337645538,0.03492884864165589,0.03363518758085381,0.03234152652005175,0.029754204398447608,0.00258732212160414,0.03622250970245795,0.00129366106080207,0.00517464424320828,0.0038809831824062097,0.03363518758085381,0.00258732212160414,0.015523932729624839,0.00129366106080207,0.028460543337645538,0.019404915912031046,0.00258732212160414,0.03234152652005175,0.00129366106080207,0.029754204398447608,0.027166882276843468,0.028460543337645538,0.0,0.0038809831824062097,0.03492884864165589,0.00258732212160414,0.03234152652005175,0.03492884864165589,0.03492884864165589
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0525,0.0525,0.06125,0.0,0.0,0.05875,0.0,0.0,0.0,0.065,0.0,0.03,0.0,0.04625,0.0,0.0,0.0,0.025,0.0,0.0,0.05625,0.0,0.02125,0.0,0.03875,0.0525,0.0,0.0275,0.0025,0.055,0.0,0.0,0.02625,0.00375,0.0,0.0,0.0,0.0,0.0,0.06125,0.0,0.03625,0.0,0.01875,0.0,0.06875,0.0,0.02875,0.0,0.0,0.00875,0.0,0.0225,0.0,0.0,0.0,0.01875,0.0,0.0,0.06125,0.0,0.0,0.0
